Original,Human-readable,topic_2_environmental_regulation,topic_4_customer_orientation,topic_6_shareholder_affiliation,topic_8_hiring_employees,topic_9_natural_disaster,topic_11_litigation,topic_12_carbon_emissions,topic_13_labor_issues,topic_14_supply_chain_problems,topic_15_taxes,is_overlap,has_overlap,has_label
tax_fncact_portfolio_manager,portfolio manager,,,,,,,,,,,,FALSE,FALSE
tax_fncact_postman,postman,,,,,,,,,,,,FALSE,FALSE
tax_fncact_practitioner,practitioner,,,,,,,,,,,,FALSE,FALSE
tax_fncact_practitioners,practitioners,,,,,,,,,,,,FALSE,FALSE
tax_fncact_preacher,preacher,,,,,,,,,,,,FALSE,FALSE
tax_fncact_preachers,preachers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_prefect,prefect,,,,,,,,,,,,FALSE,FALSE
tax_fncact_presenter,presenter,,,,,,,,,,,,FALSE,FALSE
tax_fncact_president,president,,,,,,,,,,,,FALSE,FALSE
tax_fncact_presidents,presidents,,,,,,,,,,,,FALSE,FALSE
tax_fncact_press_officer,press officer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_press_secretary,press secretary,,,,,,,,,,,,FALSE,FALSE
tax_fncact_priest,priest,,,,,,,,,,,,FALSE,FALSE
tax_fncact_priests,priests,,,,,,,,,,,,FALSE,FALSE
tax_fncact_prime_minister,prime minister,,,,,,,,,,,,FALSE,FALSE
tax_fncact_prime_ministers,prime ministers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_prince,prince,,,,,,,,,,,,FALSE,FALSE
tax_fncact_princes,princes,,,,,,,,,,,,FALSE,FALSE
tax_fncact_princess,princess,,,,,,,,,,,,FALSE,FALSE
tax_fncact_princesses,princesses,,,,,,,,,,,,FALSE,FALSE
tax_fncact_principal,principal,,,,,,,,,,,,FALSE,FALSE
tax_fncact_private_citizen,private citizen,,,,,,,,,,,,FALSE,FALSE
tax_fncact_private_citizens,private citizens,,,,,,,,,,,,FALSE,FALSE
tax_fncact_private_investigator,private investigator,,,,,,,,,,,,FALSE,FALSE
tax_fncact_producer,producer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_professor,professor,,,,,,,,,,,,FALSE,FALSE
tax_fncact_professors,professors,,,,,,,,,,,,FALSE,FALSE
tax_fncact_program_director,program director,,,,,,,,,,,,FALSE,FALSE
tax_fncact_programmer,programmer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_project_manager,project manager,,,,,,,,,,,,FALSE,FALSE
tax_fncact_prophet,prophet,,,,,,,,,,,,FALSE,FALSE
tax_fncact_proprietor,proprietor,,,,,,,,,,,,FALSE,FALSE
tax_fncact_prosecutor,prosecutor,,,,,,,,,,,,FALSE,FALSE
tax_fncact_prosecutors,prosecutors,,,,,,,,,,,,FALSE,FALSE
tax_fncact_prostitute,prostitute,,,,,,,,,,,,FALSE,FALSE
tax_fncact_prostitutes,prostitutes,,,,,,,,,,,,FALSE,FALSE
tax_fncact_provost,provost,,,,,,,,,,,,FALSE,FALSE
tax_fncact_psychiatrist,psychiatrist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_psychologist,psychologist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_psychotherapist,psychotherapist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_public_defender,public defender,,,,,,,,,,,,FALSE,FALSE
tax_fncact_public_relations_officer,officer,,,1,1,,,,,,,,TRUE,TRUE
tax_fncact_public_servant,public servant,,,,,,,,,,,,FALSE,FALSE
tax_fncact_public_servants,public servants,,,,,,,,,,,,FALSE,FALSE
tax_fncact_publisher,publisher,,,,,,,,,,,,FALSE,FALSE
tax_fncact_punters,punters,,,,,,,,,,,,FALSE,FALSE
tax_fncact_quartermaster,quartermaster,,,,,,,,,,,,FALSE,FALSE
tax_fncact_queen,queen,,,,,,,,,,,,FALSE,FALSE
tax_fncact_queens,queens,,,,,,,,,,,,FALSE,FALSE
tax_fncact_rabbi,rabbi,,,,,,,,,,,,FALSE,FALSE
tax_fncact_rabbis,rabbis,,,,,,,,,,,,FALSE,FALSE
tax_fncact_rancher,rancher,,,,,,,,,,,,FALSE,FALSE
tax_fncact_real_estate_developer,developer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_receptionist,receptionist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_recruiter,recruiter,,,,1,,,,1,,,,TRUE,TRUE
tax_fncact_referee,referee,,,,1,,,,,,,,FALSE,TRUE
tax_fncact_reformer,reformer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_reformers,reformers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_reformist,reformist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_reformists,reformist s,,,,,,,,,,,,FALSE,FALSE
tax_fncact_registrar,registrar,,,,,,,,,,,,FALSE,FALSE
tax_fncact_regulator,regulator,1,,,,,,,,,,,FALSE,TRUE
tax_fncact_regulators,regulators,1,,,,,,,,,,,FALSE,TRUE
tax_fncact_reporter,reporter,,,,,,,,,,,,FALSE,FALSE
tax_fncact_representative,representative,,,,,,,,,,,,FALSE,FALSE
tax_fncact_representatives,representatives,,,,,,,,,,,,FALSE,FALSE
tax_fncact_research_analyst,research analyst,,,,,,,,,,,,FALSE,FALSE
tax_fncact_research_assistant,research assistant,,,,,,,,,,,,FALSE,FALSE
tax_fncact_research_director,research director,,,,,,,,,,,,FALSE,FALSE
tax_fncact_researcher,researcher,,,,,,,,,,,,FALSE,FALSE
tax_fncact_reservists,reservists,,,,,,,,,,,,FALSE,FALSE
tax_fncact_restaurateur,restaurateur,,,,,,,,,,,,FALSE,FALSE
tax_fncact_retailer,retailer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_reverend,reverend,,,,,,,,,,,,FALSE,FALSE
tax_fncact_righthand_man,righthand man,,,,,,,,,,,,FALSE,FALSE
tax_fncact_robber,robber,,,,,,,,,,,,FALSE,FALSE
tax_fncact_robbers,robbers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_role_model,role model,,,,,,,,,,,,FALSE,FALSE
tax_fncact_role_models,role models,,,,,,,,,,,,FALSE,FALSE
tax_fncact_runner,runner,,,,,,,,,,,,FALSE,FALSE
tax_fncact_running_mate,running mate,,,,,,,,,,,,FALSE,FALSE
tax_fncact_sailor,sailor,,,,,,,,,,,,FALSE,FALSE
tax_fncact_sailors,sailors,,,,,,,,,,,,FALSE,FALSE
tax_fncact_sales_manager,sales manager,,1,,,,,,,,,,FALSE,TRUE
tax_fncact_salesman,salesman,,1,,,,,,,,,,FALSE,TRUE
tax_fncact_salesperson,salesperson,,1,,,,,,,,,,FALSE,TRUE
tax_fncact_saxophonist,saxophonist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_scholar,scholar,,,,,,,,,,,,FALSE,FALSE
tax_fncact_scholars,scholars,,,,,,,,,,,,FALSE,FALSE
tax_fncact_school_principal,school principal,,,,,,,,,,,,FALSE,FALSE
tax_fncact_scientist,scientist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_scout,scout,,,,,,,,,,,,FALSE,FALSE
tax_fncact_screenwriter,screenwriter,,,,,,,,,,,,FALSE,FALSE
tax_fncact_scribe,scribe,,,,,,,,,,,,FALSE,FALSE
tax_fncact_sculptor,sculptor,,,,,,,,,,,,FALSE,FALSE
tax_fncact_secretaries,secretaries,,,,,,,,,,,,FALSE,FALSE
tax_fncact_secretary,secretary,,,,,,,,,,,,FALSE,FALSE
tax_fncact_secretary_general,secretary general,,,,,,,,,,,,FALSE,FALSE
tax_fncact_secretary_of_state,secretary state,,,,,,,,,,,,FALSE,FALSE
tax_fncact_section_head,section head,,,,,,,,,,,,FALSE,FALSE
tax_fncact_security_officer,security officer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_selectman,selectman,,,,,,,,,,,,FALSE,FALSE
tax_fncact_selectmen,selectmen,,,,,,,,,,,,FALSE,FALSE
tax_fncact_self_employed,employed,,,,1,,,,,,,,FALSE,TRUE
tax_fncact_selfemployed,self employed,,,,1,,,,,,,,FALSE,TRUE
tax_fncact_senator,senator,,,,,,,,,,,,FALSE,FALSE
tax_fncact_senators,senators,,,,,,,,,,,,FALSE,FALSE
tax_fncact_senior_vice_president,president,,,,,,,,,,,,FALSE,FALSE
tax_fncact_separatist,separatist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_separatists,separatists,,,,,,,,,,,,FALSE,FALSE
tax_fncact_sergeant,sergeant,,,,,,,,,,,,FALSE,FALSE
tax_fncact_sergeants,sergeants,,,,,,,,,,,,FALSE,FALSE
tax_fncact_servant,servant,,,,,,,,,,,,FALSE,FALSE
tax_fncact_servants,servants,,,,,,,,,,,,FALSE,FALSE
tax_fncact_serviceman,serviceman,,,,,,,,,,,,FALSE,FALSE
tax_fncact_servicemen,servicemen,,,,,,,,,,,,FALSE,FALSE
tax_fncact_settler,settler,,,,,,,,,,,,FALSE,FALSE
tax_fncact_settlers,settlers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_sex_workers,sex workers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_shepherd,shepherd,,,,,,,,,,,,FALSE,FALSE
tax_fncact_shepherds,shepherds,,,,,,,,,,,,FALSE,FALSE
tax_fncact_sheriff,sheriff,,,,,,,,,,,,FALSE,FALSE
tax_fncact_shoemaker,shoemaker,,,,,,,,,,,,FALSE,FALSE
tax_fncact_shopkeeper,shopkeeper,,,,,,,,,,,,FALSE,FALSE
tax_fncact_singer,singer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_singers,singers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_skilled_workers,skilled workers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_skipper,skipper,,,,,,,,,,,,FALSE,FALSE
tax_fncact_skippers,skippers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_slave,slave,,,,,,,,,,,,FALSE,FALSE
tax_fncact_slaves,slaves,,,,,,,,,,,,FALSE,FALSE
tax_fncact_smoker,smoker,,,,,,,,,,,,FALSE,FALSE
tax_fncact_smuggler,smuggler,,,,,,,,,,,,FALSE,FALSE
tax_fncact_social_worker,social worker,,,,,,,,,,,,FALSE,FALSE
tax_fncact_social_workers,social workers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_socialite,socialite,,,,,,,,,,,,FALSE,FALSE
tax_fncact_sociologist,sociologist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_soldier,soldier,,,,,,,,,,,,FALSE,FALSE
tax_fncact_soldiers,soldiers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_solicitor,solicitor,,,,,,,,,,,,FALSE,FALSE
tax_fncact_speaker,speaker,,,,,,,,,,,,FALSE,FALSE
tax_fncact_special_agent,special agent,,,,,,,,,,,,FALSE,FALSE
tax_fncact_specialist,specialist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_spiritual_leader,spiritual leader,,,,,,,,,,,,FALSE,FALSE
tax_fncact_spokesman,spokesman,,,,,,,,,,,,FALSE,FALSE
tax_fncact_spokesmen,spokesmen,,,,,,,,,,,,FALSE,FALSE
tax_fncact_spokesperson,spokesperson,,,,,,,,,,,,FALSE,FALSE
tax_fncact_spokeswoman,spokeswoman,,,,,,,,,,,,FALSE,FALSE
tax_fncact_spokeswomen,spokeswomen,,,,,,,,,,,,FALSE,FALSE
tax_fncact_sportsman,sportsman,,,,,,,,,,,,FALSE,FALSE
tax_fncact_spy,spy,,,,,,,,,,,,FALSE,FALSE
tax_fncact_squire,squire,,,,,,,,,,,,FALSE,FALSE
tax_fncact_staff_member,staff member,,,,1,,,,,,,,FALSE,TRUE
tax_fncact_staff_members,staff members,,,,1,,,,,,,,FALSE,TRUE
tax_fncact_staffer,staffer,,,,1,,,,,,,,FALSE,TRUE
tax_fncact_staffers,staffers,,,,1,,,,,,,,FALSE,TRUE
tax_fncact_stalker,stalker,,,,,,,,,,,,FALSE,FALSE
tax_fncact_state_senator,state senator,,,,,,,,,,,,FALSE,FALSE
tax_fncact_statesman,statesman,,,,,,,,,,,,FALSE,FALSE
tax_fncact_statesmen,statesmen,,,,,,,,,,,,FALSE,FALSE
tax_fncact_statistician,statistician,,,,,,,,,,,,FALSE,FALSE
tax_fncact_steward,steward,,,,,,,,,,,,FALSE,FALSE
tax_fncact_stewardess,stewardess,,,,,,,,,,,,FALSE,FALSE
tax_fncact_stewards,stewards,,,,,,,,,,,,FALSE,FALSE
tax_fncact_storyteller,storyteller,,,,,,,,,,,,FALSE,FALSE
tax_fncact_striker,striker,,,,,,,,,,,,FALSE,FALSE
tax_fncact_strikers,strikers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_student,student,,,,,,,,,,,,FALSE,FALSE
tax_fncact_students,students,,,,,,,,,,,,FALSE,FALSE
tax_fncact_stylist,stylist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_stylists,stylists,,,,,,,,,,,,FALSE,FALSE
tax_fncact_superintendent,superintendent,,,,,,,,,,,,FALSE,FALSE
tax_fncact_superintendents,superintendents,,,,,,,,,,,,FALSE,FALSE
tax_fncact_superman,superman,,,,,,,,,,,,FALSE,FALSE
tax_fncact_supermen,supermen,,,,,,,,,,,,FALSE,FALSE
tax_fncact_supervisor,supervisor,,,,,,,,,,,,FALSE,FALSE
tax_fncact_supervisors,supervisors,,,,,,,,,,,,FALSE,FALSE
tax_fncact_supporter,supporter,,,,,,,,,,,,FALSE,FALSE
tax_fncact_supporters,supporters,,,,,,,,,,,,FALSE,FALSE
tax_fncact_surgeon,surgeon,,,,,,,,,,,,FALSE,FALSE
tax_fncact_surgeons,surgeons,,,,,,,,,,,,FALSE,FALSE
tax_fncact_surveyor,surveyor,,,,,,,,,,,,FALSE,FALSE
tax_fncact_swimmer,swimmer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_taxi_driver,taxidriver,,,,,,,,,,,,FALSE,FALSE
tax_fncact_teacher,teacher,,,,,,,,,,,,FALSE,FALSE
tax_fncact_technical_director,technical director,,,,,,,,,,,,FALSE,FALSE
tax_fncact_technician,technician,,,,,,,,,,,,FALSE,FALSE
tax_fncact_technicians,technicians,,,,,,,,,,,,FALSE,FALSE
tax_fncact_technocrats,technocrats,,,,,,,,,,,,FALSE,FALSE
tax_fncact_teller,teller,,,,,,,,,,,,FALSE,FALSE
tax_fncact_temporary_workers,temporary workers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_tenant,tenant,,,,,,,,,,,,FALSE,FALSE
tax_fncact_tenants,tenants,,,,,,,,,,,,FALSE,FALSE
tax_fncact_the_groom,groom,,,,,,,,,,,,FALSE,FALSE
tax_fncact_theologian,theologian,,,,,,,,,,,,FALSE,FALSE
tax_fncact_therapist,therapist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_therapists,therapists,,,,,,,,,,,,FALSE,FALSE
tax_fncact_thief,thief,,,,,,,,,,,,FALSE,FALSE
tax_fncact_thieves,thieves,,,,,,,,,,,,FALSE,FALSE
tax_fncact_tour_guide,guide,,,,,,,,,,,,FALSE,FALSE
tax_fncact_tourist,tourist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_tourists,tourists,,,,,,,,,,,,FALSE,FALSE
tax_fncact_town_clerk,town clerk,,,,,,,,,,,,FALSE,FALSE
tax_fncact_trade_unionists,trade unionists,,,,,,,,,,,,FALSE,FALSE
tax_fncact_trader,trader,,,,,,,,,,,,FALSE,FALSE
tax_fncact_traders,traders,,,,,,,,,,,,FALSE,FALSE
tax_fncact_trainer,trainer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_trainers,trainers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_translator,translator,,,,,,,,,,,,FALSE,FALSE
tax_fncact_travel_agent,travel agent,,,,,,,,,,,,FALSE,FALSE
tax_fncact_treasurer,treasurer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_trial_judge,trial judge,,,,,,,,,,,,FALSE,FALSE
tax_fncact_trooper,trooper,,,,,,,,,,,,FALSE,FALSE
tax_fncact_troopers,troopers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_troops,troops,,,,,,,,,,,,FALSE,FALSE
tax_fncact_truck_driver,truckdriver,,,,,,,,,,,,FALSE,FALSE
tax_fncact_trucker,trucker,,,,,,,,,,,,FALSE,FALSE
tax_fncact_truckers,truckers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_tutor,tutor,,,,,,,,,,,,FALSE,FALSE
tax_fncact_undersecretary,undersecretary,,,,,,,,,,,,FALSE,FALSE
tax_fncact_unemployed,unemployed,,,,1,,,,1,,,,TRUE,TRUE
tax_fncact_union_member,union member,,,,,,,,1,,,,FALSE,TRUE
tax_fncact_union_members,union members,,,,,,,,1,,,,FALSE,TRUE
tax_fncact_unionist,unionist,,,,,,,,1,,,,FALSE,TRUE
tax_fncact_unionists,unionists,,,,,,,,1,,,,FALSE,TRUE
tax_fncact_usher,usher,,,,,,,,,,,,FALSE,FALSE
tax_fncact_valet,valet,,,,,,,,,,,,FALSE,FALSE
tax_fncact_vendor,vendor,,,,,,,,,,,,FALSE,FALSE
tax_fncact_vet,vet,,,,,,,,,,,,FALSE,FALSE
tax_fncact_veteran,veteran,,,,,,,,,,,,FALSE,FALSE
tax_fncact_veterans,veterans,,,,,,,,,,,,FALSE,FALSE
tax_fncact_veterinarian,veterinarian,,,,,,,,,,,,FALSE,FALSE
tax_fncact_veterinarians,veterinarians,,,,,,,,,,,,FALSE,FALSE
tax_fncact_vets,vets,,,,,,,,,,,,FALSE,FALSE
tax_fncact_vicar,vicar,,,,,,,,,,,,FALSE,FALSE
tax_fncact_vice_chairman,vice chairman,,,1,,,,,,,,,FALSE,TRUE
tax_fncact_vice_chairmen,vice chairmen,,,1,,,,,,,,,FALSE,TRUE
tax_fncact_vice_chancellor,vice chancellor,,,1,,,,,,,,,FALSE,TRUE
tax_fncact_vice_president,vice president,,,1,,,,,,,,,FALSE,TRUE
tax_fncact_vice_presidents,vice presidents,,,1,,,,,,,,,FALSE,TRUE
tax_fncact_victim,victim,,,,,,,,,,,,FALSE,FALSE
tax_fncact_victims,victims,,,,,,,,,,,,FALSE,FALSE
tax_fncact_vigilante,vigilante,,,,,,,,,,,,FALSE,FALSE
tax_fncact_vigilantes,vigilantes,,,,,,,,,,,,FALSE,FALSE
tax_fncact_villager,villager,,,,,,,,,,,,FALSE,FALSE
tax_fncact_villagers,villagers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_violinist,violinist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_volunteer,volunteer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_volunteers,volunteers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_waiter,waiter,,,,,,,,,,,,FALSE,FALSE
tax_fncact_waiters,waiters,,,,,,,,,,,,FALSE,FALSE
tax_fncact_waitress,waitress,,,,,,,,,,,,FALSE,FALSE
tax_fncact_walker,walker,,,,,,,,,,,,FALSE,FALSE
tax_fncact_warden,warden,,,,,,,,,,,,FALSE,FALSE
tax_fncact_warlord,warlord,,,,,,,,,,,,FALSE,FALSE
tax_fncact_warrior,warrior,,,,,,,,,,,,FALSE,FALSE
tax_fncact_warriors,warriors,,,,,,,,,,,,FALSE,FALSE
tax_fncact_watchman,watchman,,,,,,,,,,,,FALSE,FALSE
tax_fncact_weatherman,weatherman,,,,,,,,,,,,FALSE,FALSE
tax_fncact_weaver,weaver,,,,,,,,,,,,FALSE,FALSE
tax_fncact_webmaster,web master,,,,,,,,,,,,FALSE,FALSE
tax_fncact_wholesaler,wholesaler,,,,,,,,,,,,FALSE,FALSE
tax_fncact_whore,whore,,,,,,,,,,,,FALSE,FALSE
tax_fncact_winemaker,winemaker,,,,,,,,,,,,FALSE,FALSE
tax_fncact_witch,witch,,,,,,,,,,,,FALSE,FALSE
tax_fncact_wizard,wizard,,,,,,,,,,,,FALSE,FALSE
tax_fncact_woman,woman,,,,,,,,,,,,FALSE,FALSE
tax_fncact_women,women,,,,,,,,,,,,FALSE,FALSE
tax_fncact_worker,worker,,,,1,,,,1,,,,TRUE,TRUE
tax_fncact_workers,workers,,,,1,,,,,,,,FALSE,TRUE
tax_fncact_wrestler,wrestler,,,,,,,,,,,,FALSE,FALSE
tax_fncact_writer,writer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_wrongdoers,wrongdoers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_youngster,youngster,,,,,,,,,,,,FALSE,FALSE
tax_fncact_youngsters,youngsters,,,,,,,,,,,,FALSE,FALSE
tax_foodstaples,food staples,,,,,,,,,,,,FALSE,FALSE
tax_foodstaples_bananas,food staples bananas,,,,,,,,,,,,FALSE,FALSE
tax_foodstaples_barley,food staples barley,,,,,,,,,,,,FALSE,FALSE
tax_foodstaples_bread,food staples bread,,,,,,,,,,,,FALSE,FALSE
tax_foodstaples_cassava,food staples cassava,,,,,,,,,,,,FALSE,FALSE
tax_foodstaples_cereal,food staples cereal,,,,,,,,,,,,FALSE,FALSE
tax_foodstaples_cereals,food staples cereals,,,,,,,,,,,,FALSE,FALSE
tax_foodstaples_coconut_oil,oil,,,,,,,,,,,,FALSE,FALSE
tax_foodstaples_corn,food staples corn,,,,,,,,,,,,FALSE,FALSE
tax_foodstaples_eggs,food staples eggs,,,,,,,,,,,,FALSE,FALSE
tax_foodstaples_grain,food staples grain,,,,,,,,,,,,FALSE,FALSE
tax_foodstaples_grains,food staples grains,,,,,,,,,,,,FALSE,FALSE
tax_foodstaples_legumes,food staples legumes,,,,,,,,,,,,FALSE,FALSE
tax_foodstaples_maize,food staples maize,,,,,,,,,,,,FALSE,FALSE
tax_foodstaples_meat,food staples meat,,,,,,,,,,,,FALSE,FALSE
tax_foodstaples_milk,food staples milk,,,,,,,,,,,,FALSE,FALSE
tax_foodstaples_millet,food staples millet,,,,,,,,,,,,FALSE,FALSE
tax_foodstaples_olive_oil,oil,,,,,,,,,,,,FALSE,FALSE
tax_foodstaples_potatoes,food staples potatoes,,,,,,,,,,,,FALSE,FALSE
tax_foodstaples_rice,food staples rice,,,,,,,,,,,,FALSE,FALSE
tax_foodstaples_sorghum,food staples sorghum,,,,,,,,,,,,FALSE,FALSE
tax_foodstaples_soybean,food staples soybean,,,,,,,,,,,,FALSE,FALSE
tax_foodstaples_soybeans,food staples soybeans,,,,,,,,,,,,FALSE,FALSE
tax_foodstaples_sweet_potato,potato,,,,,,,,,,,,FALSE,FALSE
tax_foodstaples_sweet_potatoes,potatoes,,,,,,,,,,,,FALSE,FALSE
tax_foodstaples_wheat,food staples wheat,,,,,,,,,,,,FALSE,FALSE
tax_military_title,military title,,,,,,,,,,,,FALSE,FALSE
tax_military_title_admiral,admiral,,,,,,,,,,,,FALSE,FALSE
tax_military_title_captain,captain,,,,,,,,,,,,FALSE,FALSE
tax_military_title_chief_constable,chief constable,,,,,,,,,,,,FALSE,FALSE
tax_military_title_chief_inspector,chief inspector,,,,,,1,,,,,,FALSE,TRUE
tax_military_title_chief_of_staff,chief staff,,,,,,,,,,,,FALSE,FALSE
tax_military_title_colonel,colonel,,,,,,,,,,,,FALSE,FALSE
tax_military_title_commandant,commandant,,,,,,,,,,,,FALSE,FALSE
tax_military_title_commander,commander,,,,,,,,,,,,FALSE,FALSE
tax_military_title_communications_officer,communications officer,,,,,,,,,,,,FALSE,FALSE
tax_military_title_lieutenant,lieutenant,,,,,,,,,,,,FALSE,FALSE
tax_military_title_lieutenant_colonel,lieutenant colonel,,,,,,,,,,,,FALSE,FALSE
tax_military_title_lieutenant_general,lieutenant general,,,,,,,,,,,,FALSE,FALSE
tax_military_title_major_general,major general,,,,,,,,,,,,FALSE,FALSE
tax_military_title_military_police,military police,,,,,,,,,,,,FALSE,FALSE
tax_military_title_officer,officer,,,,,,,,,,,,FALSE,FALSE
tax_military_title_officers,officers,,,,,,,,,,,,FALSE,FALSE
tax_military_title_petty_officer,petty officer,,,,,,,,,,,,FALSE,FALSE
tax_military_title_sergeant,sergeant,,,,,,,,,,,,FALSE,FALSE
tax_military_title_sergeants,sergeants,,,,,,,,,,,,FALSE,FALSE
tax_military_title_soldier,soldier,,,,,,,,,,,,FALSE,FALSE
tax_military_title_soldiers,soldiers,,,,,,,,,,,,FALSE,FALSE
tax_military_title_superintendent,superintendent,,,,,,,,,,,,FALSE,FALSE
tax_military_title_superintendents,superintendents,,,,,,,,,,,,FALSE,FALSE
tax_plantdisease,plant disease,,,,,,,,,,,,FALSE,FALSE
tax_political_party,political party,,,,,,,,,,,,FALSE,FALSE
tax_political_party_african_national_congress,congress,,,,,,,,,,,,FALSE,FALSE
tax_political_party_bharatiya_janata_party,bharatiya janata,,,,,,,,,,,,FALSE,FALSE
tax_political_party_centre_party,centre,,,,,,,,,,,,FALSE,FALSE
tax_political_party_coalition_party,coalition,,,,,,,,,,,,FALSE,FALSE
tax_political_party_communist_party,communist,,,,,,,,,,,,FALSE,FALSE
tax_political_party_communist_party_of_china,communist china,,,,,,,,,,,,FALSE,FALSE
tax_political_party_communists,communists,,,,,,,,,,,,FALSE,FALSE
tax_political_party_conservative_party,conservative,,,,,,,,,,,,FALSE,FALSE
tax_political_party_democrat,democrat,,,,,,,,,,,,FALSE,FALSE
tax_political_party_democrat_party,democrat,,,,,,,,,,,,FALSE,FALSE
tax_political_party_democratic_party,democratic,,,,,,,,,,,,FALSE,FALSE
tax_political_party_democrats,democrats,,,,,,,,,,,,FALSE,FALSE
tax_political_party_fatah,fatah,,,,,,,,,,,,FALSE,FALSE
tax_political_party_green_party,green,,,,,,,,,,,,FALSE,FALSE
tax_political_party_hamas,hama s,,,,,,,,,,,,FALSE,FALSE
tax_political_party_hezbollah,hezbollah,,,,,,,,,,,,FALSE,FALSE
tax_political_party_independence_party,independence,,,,,,,,,,,,FALSE,FALSE
tax_political_party_institutional_revolutionary_party,institutional revolutionary,,,,,,,,,,,,FALSE,FALSE
tax_political_party_janata_dal,janata dal,,,,,,,,,,,,FALSE,FALSE
tax_political_party_justice_party,justice,,,,,,,,,,,,FALSE,FALSE
tax_political_party_labor_party,labor,,,,,,,,,,,,FALSE,FALSE
tax_political_party_labour_mp,labour mp,,,,,,,,,,,,FALSE,FALSE
tax_political_party_labour_party,labour,,,,,,,,,,,,FALSE,FALSE
tax_political_party_left_party,left,,,,,,,,,,,,FALSE,FALSE
tax_political_party_liberal_democrats,liberal democrats,,,,,,,,,,,,FALSE,FALSE
tax_political_party_liberal_party,liberal,,,,,,,,,,,,FALSE,FALSE
tax_political_party_libertarian,libertarian,,,,,,,,,,,,FALSE,FALSE
tax_political_party_likud,likud,,,,,,,,,,,,FALSE,FALSE
tax_political_party_muslim_brotherhood,muslim brotherhood,,,,,,,,,,,,FALSE,FALSE
tax_political_party_nationalist_movement_party,nationalist movement,,,,,,,,,,,,FALSE,FALSE
tax_political_party_nationalist_party,nationalist,,,,,,,,,,,,FALSE,FALSE
tax_political_party_people_democratic_party,people democratic,,,,,,,,,,,,FALSE,FALSE
tax_political_party_people_party,people,,,,,,,,,,,,FALSE,FALSE
tax_political_party_progressive_party,progressive,,,,,,,,,,,,FALSE,FALSE
tax_political_party_republican,republican,,,,,,,,,,,,FALSE,FALSE
tax_political_party_republican_party,republican,,,,,,,,,,,,FALSE,FALSE
tax_political_party_republicans,republicans,,,,,,,,,,,,FALSE,FALSE
tax_political_party_samajwadi_party,samaj wadi,,,,,,,,,,,,FALSE,FALSE
tax_political_party_sinn_fein,s inn fein,,,,,,,,,,,,FALSE,FALSE
tax_political_party_social_democratic_party,social democratic,,,,,,,,,,,,FALSE,FALSE
tax_political_party_social_democrats,social democrats,,,,,,,,,,,,FALSE,FALSE
tax_political_party_socialist_party,socialist,,,,,,,,,,,,FALSE,FALSE
tax_political_party_sweden_democrats,sweden democrats,,,,,,,,,,,,FALSE,FALSE
tax_political_party_tea_party,tea,,,,,,,,,,,,FALSE,FALSE
