symbol,filing_time,text,topic_ids,label
nem,2017-02,"Increased global attention or regulation on consumption of water by industrial activities, as well as water quality discharge, and on restricting or prohibiting the use of cyanide and other hazardous substances in processing activities could similarly have an adverse impact on our results of operations and financial position due to increased compliance and input costs.","[2, 12, 14]",0
uec,2016-10,A number of our key employees and consultants have significant experience in the uranium industry.,[8],0
cde,2016-02,"In addition, the owners or operators of projects that are not yet operational in which the Company may hold royalty or streaming interests may decide to delay or not to proceed with commencing commercial production.",[7],0
slca,2021-02,"We base our mineral reserve and resource estimates on engineering, economic and geological data assembled and analyzed by our mining engineers, which are reviewed periodically by outside firms.",[7],0
amr,2019-04,Any failure to comply with these covenants may constitute a breach under the term loan and revolving credit facilities which could result in the acceleration of all or a substantial portion of any outstanding indebtedness and termination of revolving credit commitments under the term loan and revolving credit facilities.,[0],0
slca,2018-02,Certain statements in Risk Factors are forward-looking statements.,[15],0
fcx,2009-02,Failure to provide the required financial assurance could result in the closure of mines.,[0],0
ceix,2022-02,"All of the coal from the PAMC, which accounts for more than 99% of our coal production, is processed at a single preparation plant and loaded on to rail cars using a single train loadout facility.",[14],0
amr,2022-03,These customers could decide to discontinue purchasing coal from us in the volumes that they have previously purchased or decide to not purchase coal from us at all.,[4],0
vgz,2020-02,"Some of our competitors are much larger, established companies with greater financial and technical resources than ours.","[4, 8]",0
vgz,2021-02,"Our business strategy includes entering into agreements with third-parties (Third-Parties), including the Northern Territory Government, the Jawoyn Association Aboriginal Corporation (the Jawoyn Association), Prime Mining, and Nusantara Resources Limited.","[8, 11]",0
lode,2012-03,"Operations in which we have direct or indirect interests will be subject to all the hazards and risks normally incidental to exploration and production of gold and other metals, any of which could result in work stoppages, damage to property and possible environmental damage.","[7, 9]",0
aumn,2010-03,"Sumitomo may not wish to continue the San Cristobal Management Services Agreement beyond June 2010 and, as a result, our primary source of funding may not continue beyond the initial term.",[8],0
ceix,2021-02,We will be required to comply with these new rules when reporting for the 2021 fiscal year.,"[10, 15]",1
slca,2021-02,The systems we employ to detect and prevent cyberattacks may be insufficient to protect us from an incident or to allow us to minimize the magnitude and effects of such incident for a significant period of time.,[11],0
nc,2016-03,"Modifications include replacing existing systems with successor systems, making changes to existing systems and acquiring new systems with new functionality.",[11],0
arch,2020-02,Failure to retain or attract key personnel could have a material adverse effect on us.,[8],0
fcx,2021-02,Anti-takeover provisions in our charter documents and Delaware law may make an acquisition of us more difficult.,[6],0
lode,2022-03,"Existing and future strategic partnerships that we may enter into pose a number of risks, including the following: Tonogold may be unsuccessful in profitably producing precious metals, which could have a material adverse effect on the Companys business, financial condition, results of operations and cash flows.","[1, 8, 9]",0
nem,2014-02,We are subject to litigation and may be subject to additional litigation in the future.,[11],0
hymc,2020-03,None of the private placement warrants will be redeemable by us so long as they are held by the sponsor or its permitted transferees.,[3],0
rgld,2016-08,"For example, Argentina passed a federal glacier protection law in 2010 that, if strictly applied, could restrict mining activities in areas on or near the nation's glaciers.","[2, 5, 15]",0
hnrg,2016-03,"In addition, we may be unable to refinance our current credit facilities when they expire or obtain adequate funding prior to expiry because our lending counterparties may be unwilling or unable to meet their funding obligations.","[0, 1]",0
rgld,2017-08,"We own passive interests in mining properties, and it is difficult or impossible for us to ensure properties are developed or operated in our best interest.",[6],0
fcx,2007-02,"Our reserves reflect estimates of minerals that can be recovered through the end of 2041 (i.e., through the expiration of the two 10-year extensions) and our current mine plan has been developed, and our operations are based on the assumption that we will receive the two 10-year extensions.","[7, 10, 13]",0
arch,2010-03,A defect in title or the loss of a leasehold interest in certain property could limit our ability to mine our coal reserves or result in significant unanticipated costs.,"[7, 11]",0
uec,2015-10,"Additionally, there would be no corresponding amortization allocated to our future reporting periods since those costs would have been expensed previously, resulting in both lower inventory costs and cost of goods sold and results of operations with higher gross profits and lower losses than if we had been in the Production Stage.","[4, 10, 14]",0
arlp,2012-02,"Our termination would, among other things, result in the closing of our taxable year for all unitholders, which would result in us filing two tax returns for one fiscal year and could result in a deferral of depreciation deductions allowable in computing our taxable income.","[10, 15]",0
uuuu,2021-03,Vanadium mineral resource estimates for the La Sal Complex are based in part on the Companys White Mesa Mill production records.,"[7, 10]",0
hnrg,2021-03,"In addition, our receipt of the PPP loan resulted in adverse publicity, and a review or audit by the SBA or other government entity or claims under the False Claims Act could consume significant financial and management resources.",[11],0
arch,2021-02,"If we are pursued for sanctions, costs and liabilities in respect of these matters, our mining operations and, as a result, our profitability could be materially and adversely affected.",[4],0
lode,2011-04,"In addition, the quantity of mineralized material may vary depending on metal prices.","[1, 7]",0
lode,2022-03,Our common stock is traded on the NYSE American.,"[3, 6]",0
hl,2021-02,There is no assurance that claims or other assertion of rights by tribal communities and stakeholders or consultation issues will not arise on or with respect to our properties or activities.,[3],0
uec,2015-10,"At July 31, 2015, we had working capital of $6.2 million including cash and cash equivalents of $10.1 million.",[0],0
fcx,2021-02,"Another major environmental challenge is managing overburden, which is the rock that must be moved aside in the mining process to reach the ore.",[11],0
amr,2021-03,The PPACA has both short-term and long-term implications on benefit plan standards.,"[2, 10]",0
ceix,2022-02,"Although we have recently begun selling a significant portion of our coal in the export market, we remain somewhat exposed to risks associated with a concentrated customer base both domestically and globally.",[4],0
hl,2011-02,Our foreign activities are subject to additional inherent risks.,[5],0
scco,2013-02,"These costs principally include electricity, labor, maintenance, local contractors and fuel.","[12, 14]",0
nem,2014-02,"We are conducting remediation activities at a third site in the United States, an inactive uranium mine and mill site formerly operated by a subsidiary of Newmont.",[5],0
vgz,2009-03,Finally a number of legal proceedings have been initiated in Bolivia with respect to the ownership interests in the mining concessions comprising the Amayapampa gold project.,"[5, 6]",0
ceix,2018-02,"In addition, if any of our suppliers experiences an adverse event, or decides to no longer do business with us, we may be unable to obtain sufficient equipment and raw materials in a timely manner or at a reasonable price to allow us to meet our production goals and our revenues may be adversely impacted.",[14],0
ceix,2019-02,"Our mines are located in areas containing oil and natural gas shale plays, which may require us to coordinate our operations with oil and natural gas drillers and transporters.",[12],0
uuuu,2021-03,"The risk of process failures in the production of REE carbonates such as the ability of the Company to produce REE Carbonate to meet commercial specifications on a commercial scale at acceptable costs, which could delay the expected commencement of commercial production of REE carbonate at the Mill in 2021 or prevent the commercial production of REE carbonate cost-competitively or at all; The risk that we may not be able to increase our sources of natural monazite sands or other ores in amounts sufficient to result in cost competitive production of REE carbonate at the Mill; The inability of the Company to successfully or cost-competitively process other types of REE and uranium bearing ores at the Mill produced from coal-based resources; The inability of the Company to construct and operate an REE separation facility, and potentially other downstream REE activities, including metal-making and alloying, in the future at the Mill or elsewhere in the United States; and The risk of permit and license challenges or the failure to obtain any needed permit or license amendments.","[1, 7, 12, 14]",0
rgld,2012-08,"Our ability to make these payments when due will depend upon several factors, which may not be in our control.",[0],0
usau,2012-07,"In addition to selling server memory systems, we develop, manufacture and market a variety of memory products for motherboards that are Intel or AMD processor based.",[4],1
hl,2012-02,This occurred despite the fact that the Silver Shaft was not involved in any of the accidents at the mine in 2011.,[9],0
btu,2018-02,We have made assumptions related to future trends for medical care costs in the estimates of retiree health care obligations.,"[7, 10]",0
btu,2006-03,The majority of our coal supply agreements contain provisions that allow a purchaser to terminate its contract if legislation is passed that either restricts the use or type of coal permissible at the purchasers plant or results in specified increases in the cost of coal or its use.,"[12, 14]",0
ceix,2019-02,The trading market for our shares depends in part on the research and reports that third-party securities analysts publish about our Company and our industry.,[3],0
cmp,2019-03,"Certain agreements governing our indebtedness contain limitations on our ability to pay dividends (including regular annual dividends), as described under The agreements governing our indebtedness impose restrictions that may limit our ability to operate our business or require accelerated debt payments.","[0, 3]",0
cde,2018-02,"In the normal course of its business, the Company is required to obtain and renew governmental permits for exploration, operations and expansion of existing operations and for the development of new projects.",[1],0
rgld,2014-08,We believe that our success depends on the continued service of our key executive management personnel.,[8],0
cde,2012-02,"On September 1, 2011, the Company inadvertently missed a claims fee payment to the U.S. Bureau of Land Management (BLM) and as a result the prior unpatented mining claims were forfeited.",[11],0
btu,2017-03,"Sales of the Reorganized PEC Common Stock or Preferred Equity, and the possibility thereof, could make it more difficult for us to sell equity, or equity-related securities, in the future at a time and price that we consider appropriate.",[3],0
nem,2022-02,"In addition, law and regulations relating to the use of contractors may vary in the jurisdictions in which we operate, and changes in legal and regulatory restrictions may also impact our ability to utilize contractors and outsourcing services.","[2, 11]",0
uuuu,2021-03,"These estimates are based on, among other things, the following factors: the accuracy of mineral resource and reserve estimates; the accuracy of assumptions regarding ground conditions and physical characteristics of mineralized materials, such as hardness and presence or absence of particular metallurgical characteristics; the accuracy of estimated rates and costs of extraction, recovery and processing; assumptions as to future commodity prices; assumptions relating to changes in laws, regulations or policies, or lack thereof, that could impact the cost and time required to obtain regulatory approvals, licenses and permits; assumptions relating to obtaining required licenses and permits in a timely manner, including the time required to satisfy environmental analyses, consultations and public input processes; assumptions relating to challenges to or delays in the licensing and permitting process; and assumptions regarding any appeals or lack thereof, or injunctions or lack thereof, relating to any approvals, licenses or permits.","[2, 7, 10, 14]",0
hl,2017-02,"The 2008 credit crisis and related turmoil in the global financial system and ensuing recession had an impact on our business and financial position, and similar events in the future could also impact us.",[5],0
fcx,2016-02,"Despite PT-FIs rights under its COW to export concentrate without the payment of duties, PT-FI was unable to obtain administrative approval for exports and operated at approximately half of its capacity from mid-January 2014 through July 2014.",[13],0
arlp,2013-03,The following is a summary of the material restrictions contained in our partnership agreement on the fiduciary duties owed by our general partners to the limited partners.,[6],0
arlp,2021-02,"Similarly, the profitability of our minerals segment depends significantly upon acquisitions to grow our oil & gas reserves, production, and free cash flow.","[4, 12]",0
uuuu,2019-03,"Development or advancement of any of the exploration properties in which we have an interest will only follow upon obtaining satisfactory exploration results, project permitting and licensing, and financing.",[1],0
nc,2008-02,"Because of the contractual price formulas for the sale of coal and mining services by these unconsolidated project mining subsidiaries, the profitability of these operations is also subject to fluctuations in inflationary adjustments (or lack thereof) that can impact the per ton profit or management fee paid for the coal and taxes applicable to NACoals income on that coal.",[4],0
scco,2020-02,We cannot assure you that the interests of Grupo Mexico will not conflict with our minority stockholders.,[6],0
uec,2018-10,"Furthermore, we will not be able to benefit from our exploration efforts and recover the expenditures that we incur on our exploration programs if we do not establish ore bodies that contain commercially recoverable material and develop these projects into profitable mining activities, and there is no assurance that we will be successful in doing so for any of our projects.","[1, 7]",0
arch,2013-03,"Further, mining companies are entitled a tax deduction for percentage depletion, which may allow for depletion deductions in excess of the basis in the mineral reserves.",[15],0
ceix,2021-02,"Extreme weather conditions can interfere with our services and increase our costs, and damage resulting from extreme weather may not be fully insured.","[9, 14]",0
uuuu,2020-03,"Major expenses may be required to establish mineral resources and mineral reserves by drilling and to finance, permit, license, and construct extraction, mining, recovery and processing facilities.","[1, 2, 7]",0
arch,2016-03,"Additionally, the EPAs guidance contains requirements for the avoidance and minimization of environmental and mining impacts, consideration of the full range of potential impacts on the environment, human health and local communities, including low-income or minority populations, and provision of meaningful opportunities for public participation in the permit process.",[2],0
lode,2016-01,"Such risk factors include the effects of possible disruption to the expansion of our production capacity, permit requirements, debt incurred or capital stock issued to make such acquisitions, the impact of any such acquisition on our financial results, negative customer reaction to any such acquisition and our ability to successfully integrate an acquired companys operations with our operations.",[8],0
aumn,2006-03,"Further, our debt financing for the San Cristobal project includes requirements that we satisfy certain debt service reserve or operating reserve requirements or meet debt payment obligations prior to payment to us of any dividends by our subsidiaries.","[0, 3]",1
arch,2017-02,"Also, the availability and price of competing fuels, such as natural gas, could influence the volume of coal a customer is willing to purchase under contract.","[4, 12, 14]",0
cmp,2010-02,"As a result, our results of operations may be adversely affected.",[9],0
cde,2008-02,"The market prices of silver (Handy & Harman) and gold (London Final) on February 12, 2008 were $17.32 and $917 per ounce, respectively.",[10],0
cde,2014-02,"The partial suspension may reduce production until the Company is able to resume mining above 4,400 meters generally.",[14],0
arlp,2014-02,"If we are unable to successfully integrate the companies, businesses or properties we acquire, our profitability may decline and we could experience a material adverse effect on our business, financial condition, or results of operations.",[8],0
hl,2017-02,"Further, reserves are valued based on estimates of costs and metals prices, which may not be consistent among our properties or across the industry.","[7, 10]",0
rgld,2006-09,Our revenues are subject to operational risks of the mining industry.,[4],0
slca,2014-02,"Future sales of our common stock, or the perception in the public markets that these sales may occur, may depress our stock price.","[3, 4, 6]",0
nem,2016-02,These broad market fluctuations may adversely affect the trading price of our common stock.,"[3, 6]",0
scco,2020-02,"For more information regarding our tailing dams, please see Item 2 PropertiesSlope StabilityTailing Dams.",[15],0
ceix,2021-02,"Specifically, the exploration, permitting and development of coal reserves, mining costs, the maintenance of machinery and equipment and compliance with applicable laws and regulations requires substantial capital expenditures.","[1, 2]",0
arch,2019-02,"In addition, almost one-half of states have taken measures to track and reduce emissions of greenhouse gases, and some states have elected to participate in voluntary regional cap-and-trade programs like the Regional Greenhouse Gas Initiative in the northeastern United States.","[2, 12]",0
cmp,2012-02,"Extended periods of precipitation or a prolonged lack of sunshine would hinder the evaporation rate and hence our production levels, which may result in lower sales volumes and higher unit production costs.","[4, 14]",0
cde,2014-02,"Any of these developments could require the Company to curtail or terminate operations at its mines, incur significant costs to meet newly-imposed environmental or other standards, pay greater royalties or higher prices for labor or services and recognize higher taxes, which could materially and adversely affect financial condition, results of operations and cash flows.","[2, 9]",0
slca,2017-02,"Terrorist activities and the threat of potential terrorist activities and any resulting economic downturn could adversely affect our results of operations, impair our ability to raise capital or otherwise adversely impact our ability to realize certain business strategies.",[5],0
nem,2021-02,"For companies, such as Newmont, that operate in multiple jurisdictions, disadvantage and risk of loss due to the limitations of certain local health systems and infrastructure to contain diseases and potential endemic health issues may occur.",[2],0
cde,2007-02,"Compliance with CERCLA, the CWA and state environmental laws could entail significant costs, which could have a material adverse effect on our operations.",[2],0
fcx,2014-02,"Fluctuations in the market prices of copper, gold or oil can cause significant volatility in our financial performance and adversely affect the trading prices of our debt and common stock.","[3, 10]",0
ceix,2018-02,"These shares are freely tradable without restriction or further registration under the U.S. Securities Act of 1933, as amended (the Securities Act), unless the shares are owned by one of our affiliates, as that term is defined in Rule 405 under the Securities Act.","[3, 6]",0
nem,2014-02,Yanacocha is currently focusing on the construction of water reservoirs prior to the development of other project facilities.,[14],0
amr,2022-03,"Furthermore, the rights of third parties for competing uses of adjacent, overlying or underlying lands, such as oil and gas activity, coalbed methane, pipelines, roads, easements and public facilities, may affect our ability to operate as planned if our title is not superior or arrangements cannot be negotiated.",[12],0
hl,2020-02,No assurance can be given that the estimated amount of metal or the indicated level of recovery of these metals will be realized.,"[7, 10]",0
usau,2012-07,"We often have to comply with the OEM's proprietary designs which may be patented, now or at some time in the future.","[0, 2]",0
cmp,2016-02,"Winter weather events are not predictable outside of a relatively short time frame either locally or on a broader scale, yet we must stand ready to deliver deicing products to local communities with little advance notice under the requirements of our highway deicing contracts.","[4, 9, 14]",0
nc,2014-03,"Significant changes in market interest rates, decreases in the value of plan assets or investment losses on plan assets may require the Company to increase the cash contributed to defined benefit plans which may affect its financial position.",[10],0
cmp,2006-02,"We may be unable to complete acquisitions on acceptable terms, identify suitable businesses to acquire or successfully integrate acquired businesses in the future.","[1, 8]",0
cde,2009-03,"Possible future laws and regulations, or more restrictive interpretations of current laws and regulations by governmental authorities could cause additional expense, capital expenditures, restrictions on or suspensions of Coeurs operations and delays in the development of its properties.",[2],0
slca,2014-02,"Our operations are subject to operating risks that are often beyond our control and could adversely affect production levels and costs, and such risks may not be covered by insurance.","[9, 14]",0
hl,2019-02,"Further, the avoidance of the Senior Notes could result in an event of default with respect to our and our subsidiaries other debt that could result in acceleration of that debt.",[0],0
slca,2020-02,"Silica-related health issues and litigation could have a material adverse effect on our business, reputation and results of operations.",[11],0
cmp,2008-02,It is possible that our competitors could independently develop the same or similar technology or otherwise obtain access to our unpatented technology.,[1],0
nc,2016-03,"On the basis of this common stock ownership, certain members of the Company's extended founding family could have exercised 82 percent of the Company's total voting power.","[3, 6]",0
uec,2013-10,"We have a history of significant negative cash flow and accumulated deficit since inception to July 31, 2013 of $142.7 million.",[0],0
cde,2021-02,Acceleration of any debt could result in cross-defaults under our other debt instruments.,"[0, 3]",0
fcx,2017-02,We cannot predict whether or when PT-FI will be able to resume exporting copper concentrate.,[13],0
uec,2013-10,"Furthermore, there may be additional risks and uncertainties that we are presently unaware of, or presently consider immaterial, that may become material in the future and have a material adverse effect on us.",[15],0
rgld,2019-08,"If certain of the operators of the properties on which we have stream and royalty interests suffer these material adverse effects, then our stream and royalty interests, including the value of and revenue from them, and the ability of operators to obtain debt or equity financing for the exploration, development and operation of their properties may be materially adversely affected.",[7],0
rgld,2018-08,"Despite security measures we have implemented and other measures we may implement in the future, and despite the fact that, to date, the Company has not experienced any material losses relating to cyber-attacks or other information security breaches, there can be no assurance that these events and security breaches will not occur in the future or not have an adverse effect on our business.","[3, 11]",0
cde,2016-02,"In April 2014, our subsidiary in Bolivia was served by the Bolivian government with a reversion decision affecting nine mining rights wholly-owned by our subsidiary.","[0, 5, 13]",0
hl,2018-02,"Proposed measures could also result in increased cost of fuel and other consumables used at our operations, including the diesel generation of electricity at our Greens Creek operation, used when we are unable to access hydroelectric power.","[12, 14]",0
hl,2019-02,"However, such activities may prevent us from realizing revenues in the event that the market price of a metal exceeds the price stated in a forward sale contract, and may also result in significant mark-to-market fair value adjustments, which may have a material adverse impact on our reported financial results.","[4, 10]",0
arlp,2022-02,An increase in transportation costs could have an adverse effect on our ability to increase or maintain production and could adversely affect revenues.,"[12, 14]",0
fcx,2014-02,"Any of these operating hazards could cause personal injuries, fatalities, oil spills, discharge of hazardous substances into the air, soil, water and groundwater and other property or environmental damage, lost production and revenue, remediation and clean-up costs and liability for damages, all of which could adversely affect our financial condition and results of operations and may not be fully covered by our insurance.","[2, 9, 11]",0
hl,2009-03,Failure to meet the payment obligations of our credit facilities could cause us to be in default.,[0],0
slca,2016-02,Our business may suffer a material adverse effect in the event one or more of our properties are determined to have title deficiencies.,[7],0
cde,2009-03,"Development projects are also subject to the completion of favorable feasibility studies, issuance and maintenance of necessary permits and receipt of adequate financing.","[1, 7]",0
nc,2013-03,"If a state fails to revise its SIP and obtain EPA approval, the EPA may adopt regulations to effect the revision.","[2, 12]",0
aumn,2007-04,Sumitomo is also required to comply with certain provisions of the San Cristobal project financing agreements.,[0],1
rgld,2016-08,"Additionally, our certificate of incorporation and bylaws contain provisions that could similarly delay, defer or discourage a change in control of us or management.","[3, 6]",0
hl,2014-02,These covenants could adversely affect us by limiting our ability to plan for or react to market conditions or to meet our capital needs.,[1],0
slca,2020-02,Our profitability is impacted by the price and availability of these energy sources.,"[4, 12, 14]",0
cmp,2021-02,"In addition, regulatory and labeling requirements could increase, which could require increased expenditures.","[2, 12]",1
btu,2012-02,"If there are significant and extended unfavorable price movements against our positions, or if there are future regulations that impose new margin requirements, position limits and capital charges, even if not directly applicable to us, our liquidity could be impacted.",[2],0
arch,2019-02,"There have been numerous proposals to establish a similar uniform national standard, although none of these proposals have been enacted to date.",[12],0
btu,2012-02,"As such, there is potential for these hedges to no longer qualify for hedge accounting.",[10],0
cde,2006-03,"An important element of our business strategy is the opportunistic acquisition of silver and gold mines, properties and businesses.",[8],0
fcx,2022-02,"Our future success depends on our ability to attract, retain and develop qualified personnel.",[8],0
arlp,2018-02,"Consequently, it is possible that any of these occurrences, or a combination of them, could have a material adverse effect on our business, financial condition, results of operations and cash flows.",[9],0
nem,2020-02,"For example, the integration of Newmont and Goldcorp following the acquisition of Goldcorp by Newmont in 2019 may pose special risks and unanticipated costs.",[8],0
fcx,2013-02,We must continually replace reserves depleted by production.,[7],1
nem,2017-02,"Suriname manages its participation through Staatsolie Maatschappij Suriname N.V. (Staatsolie), a Surinamese corporation that is wholly owned by the government.",[15],0
nem,2018-02,"Should the Company be unable to develop the Conga project, the Company may have to consider other alternatives for the project, which may result in a future impairment charge.","[1, 10]",0
nc,2020-03,"In addition, the stock market in general has experienced significant volatility that often has been unrelated to the operating performance of companies whose shares are traded.","[3, 6]",0
hcc,2022-02,"A significant number of our customers are affected by the COVID-19 pandemic, which may result in a deterioration of their financial stability and, in some cases, a bankruptcy.",[9],0
vgz,2009-03,The U.S. Bureau of Land Management requires that mining operations on lands subject to its regulation obtain an approved plan of operations subject to environmental impact evaluation under the National Environmental Policy Act.,[2],0
arch,2019-02,"Such claims may arise, for example, out of conditions at sites that we currently own or operate, as well as at sites that we previously owned or operated, or at sites that we may acquire.",[9],0
btu,2017-03,"For additional information about the various regulations affecting us, see the sections entitled Regulatory Matters U.S. and Regulatory Matters Australia.",[2],0
hl,2010-02,"In late 2008 and during 2009, we experienced a number of water permit exceedances for water discharges at our Lucky Friday unit.",[2],0
nem,2014-02,Natural resource companies are required to close their operations and rehabilitate the lands that they mine in accordance with a variety of environmental laws and regulations.,"[2, 12]",0
ceix,2018-02,"These factors impacted overall demand and pricing for U.S. coals, contributing to a 19% decline in U.S. coal production from 2015 to 2016.","[4, 12, 14]",0
hl,2020-02,The terms of our debt impose restrictions on our operations.,[0],0
uec,2011-10,"However, there is no assurance that we will be successful in securing any form of additional financing when required and on terms favorable to us.",[1],0
slca,2020-02,"Our ten largest customers accounted for approximately 43%, 48% and 58% of total sales during the years ended December 31, 2019, 2018 and 2017, respectively.","[4, 10, 13]",0
mux,2013-03,Fluctuation in the value of the Argentine peso as a result of the repatriation requirement and the repatriation requirement may create inefficiencies in our ability to transfer our revenue from Argentina and result in substantial transaction costs.,[5],0
nem,2014-02,"The reserves stated in this report represent the amount of gold and copper that we estimated, at December 31, 2013, could be economically and legally extracted or produced at the time of the reserve determination.","[1, 7, 10]",0
cde,2012-02,The Bolivian government adopted a new constitution in early 2009 that strengthened state control over key economic sectors such as mining.,[5],0
vgz,2018-03,"A U.S. shareholder who makes a QEF Election generally must report on a current basis its share of the net capital gain and ordinary earnings for any year in which the Company is PFIC, whether or not the Company distributes any amounts to its shareholders.","[3, 6]",0
scco,2017-03,"If this were to change, the potential risks to our operations might increase.",[12],0
hl,2021-02,The DEQ in turn initiated litigation against Hecla Mining Company and our CEO in an effort to halt the development of the Montanore and Rock Creek projects.,[9],0
hcc,2019-02,"Actual production recovered from identified reserve areas and properties, and revenues and expenditures associated with our mining operations may vary materially from estimates.",[7],0
arlp,2009-03,"Any expansion or acquisition opportunities we pursue could materially affect our liquidity and capital resources and may require us to incur indebtedness, seek equity capital or both.",[1],0
uec,2021-10,This strategy will be subject to a number of risks and there is no assurance that the strategy will be successful.,[8],0
arch,2021-02,"These laws and regulations may change, sometimes dramatically, as a result of political, economic or social events or in response to significant events.","[5, 9]",0
rgld,2015-08,Barrick has indicated that a decision to restart development will depend on improved economics and reduced uncertainty related to legal and regulatory requirements.,[2],0
xpl,2015-03,Additional risks not presently known to us or risks that we currently consider immaterial may also adversely affect our business.,[15],0
fcx,2006-03,We anticipate that we will continue to spend significant financial and managerial resources on environmental compliance.,[2],0
cmp,2014-02,"When the demand and price of potash are high, competitors are more likely to increase their production.","[4, 12, 14]",0
nem,2022-02,"Energy transmission and supply may be impacted by wildfires, such as those that occurred in Australia in 2020, which may interrupt electrical power transmission lines to mine sites, and that may pose risks to on site facilities and energy generators, fuel dispensing systems and supplies.","[9, 12, 14]",0
nem,2015-02,A significant portion of our operations and construction projects are currently conducted in whole or in part by contractors.,[14],0
fcx,2019-02,"In addition, because we are incorporated in Delaware, we are governed by the provisions of Section 203 of the Delaware General Corporation Law, which may prohibit large stockholders from consummating a merger with, or acquisition of, us.","[6, 15]",0
amr,2021-03,"The Navigable Waters Protection Rule is designed to fulfill a February 2017 executive order calling on the EPA and the USACE to develop a rule consistent with Justice Antonin Scalia's plurality opinion in the 2006 Supreme Court decision, Rapanos v. United States, that CWA jurisdiction attaches only to navigable waters and other waters with a relatively permanent flow, such as rivers or lakes.",[2],0
aumn,2015-02,"We are dependent on the services of key executives, including Jeffrey Clevenger, Robert Vogels and Warren Rehn.",[8],0
nc,2019-03,The Company has experienced growth in its NAM business in recent periods and it may not be able to sustain or manage future growth effectively.,[8],0
lode,2020-03,"Continuous production at our mines is dependent on our ability to maintain our water rights and claims, and the continuing physical availability of the water supplies.",[14],0
nem,2021-02,"Potential future investments, including projects in the Companys project pipeline, acquisitions and other investments, will require significant funds for capital expenditures.","[1, 7]",0
lode,2018-02,"As a result of public concern about the real or perceived detrimental effects of economic globalization and global climate impacts, businesses generally, and corporations in natural resource industries, face increasing public scrutiny of their activities.","[5, 12]",0
uec,2011-10,"These laws and regulations, which include permitting and reclamation requirements, regulate emissions, water storage and discharges and disposal of hazardous wastes.","[2, 12]",0
cde,2012-02,"Silver and gold are commodities, and their prices are volatile.",[10],0
hcc,2020-02,"The ability of our subsidiaries to make such payments or loans to us, however, depends on their earnings and available assets, the terms of our ABL Facility, the indenture governing our 8.00% Senior Secured Notes due 2024 (the ""Notes"") and of any future agreements that may govern the indebtedness of our subsidiaries, and legal restrictions applicable to our subsidiaries, and could be affected by a claim or other action by a third party, including a creditor.","[0, 11]",0
hl,2010-02,"In addition, these sales could also impair our ability to raise capital through the sale of additional Common Stock in the capital markets.","[1, 3, 4]",0
nem,2014-02,"In addition, in connection with future acquisitions we may rely on data and reports prepared by third parties and which may contain information or data that we are unable to independently verify or confirm.","[7, 11]",0
cmp,2006-02,"The terms of the CMG senior secured credit facilities (including the term loan and revolving credit facility) include limitations on the amount of dividends and equity distributions our subsidiaries can pay to us, as discussed above.","[0, 3]",0
lode,2018-02,We expect our potential future revenues to be derived from the production and sale of gold and silver from these properties or from the sale of some of these properties.,"[4, 7, 10]",0
arlp,2010-02,AHGP also owns our managing general partner.,[6],0
uuuu,2017-03,We are an emerging growth company and we cannot be certain if the reduced disclosure requirements applicable to emerging growth companies will make us less attractive to investors.,[5],0
arch,2010-03,"If this occurred, we may be required to incur capital expenditures to re-open the mine.",[9],0
arlp,2008-02,"Lawsuits filed in the federal Southern District of Western Virginia and in the federal Eastern District of Kentucky have sought to enjoin the issuance of permits pursuant to Nationwide Permit 21, which is a general permit issued by the Corps of Engineers to streamline the process for obtaining permits under Section 404 of the CWA.",[2],0
btu,2013-02,"To the extent we are unable to maintain our current level of self bonding due to legislative or regulatory changes or changes in our financial condition, our costs would increase.",[12],0
fcx,2008-02,The volume and grade of ore reserves that we recover and our rate of production may be more or less than anticipated.,[7],0
ceix,2021-02,"The impact of the revised EU Markets in Financial Instruments Directive (MiFID), which requires that investment managers and investment advisors located in the EU unbundle research costs from commissions, may result in fewer securities analysts covering our Company.",[15],0
cde,2019-02,"The right to import and export gold, silver, zinc and lead may depend on obtaining certain licenses and quotas, which could be delayed or denied at the discretion of the relevant regulatory authorities, or could become subject to new taxes, tariffs or duties imposed by U.S. or foreign jurisdictions, which could have a material adverse effect on the Companys business, financial condition, or future prospects.","[2, 10]",0
hcc,2019-02,"Our business may require substantial ongoing capital expenditures, and we may not have access to the capital required to reach full productive capacity at our mines.",[1],0
usau,2016-07,"The reverse stock split was effective with The NASDAQ Capital Market on July 11, 2016.",[3],0
aumn,2013-03,"Access to public financing has been negatively impacted by the volatility in the credit markets, which may affect our ability to obtain equity or debt financing in the future and, if obtained, to do so on favorable terms.","[1, 3]",0
ceix,2021-02,"Such volatility increases the cost of, and decreases access to, capital.","[4, 12]",0
usau,2021-07,"If we are unable to fully remedy an environmental problem, we might be required to suspend exploration operations or to enter into interim compliance measures pending the completion of the required remedy.","[2, 9, 11]",0
cmp,2012-02,These underground salt mines supply substantially all of the salt product necessary to support almost all of our North American highway deicing product line and significant portions of our consumer and industrial salt products.,"[4, 14]",0
